anio,seleccion_id,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,participo
2010,134,,no participo,,,,,,,,,f
2014,134,,no participo,,,,,,,,,f
2018,134,7,Cuartos de Final,9,5,3,0,2,6,4,2,t
2022,134,,no participo,,,,,,,,,f
2026,134,,,,,,,,,,,t
1930,135,,no participo,,,,,,,,,f
1934,135,7,Cuartos de Final,2,2,1,0,1,5,5,0,t
1938,135,6,Cuartos de Final,3,3,1,1,1,5,5,0,t
1950,135,6,Grupos 1ra Ronda,3,3,1,1,1,4,6,-2,t
1954,135,5,Cuartos de Final,4,4,2,0,2,11,11,0,t
1958,135,,no participo,,,,,,,,,f
1962,135,16,Grupos 1ra Ronda,0,3,0,0,3,2,8,-6,t
1966,135,16,Grupos 1ra Ronda,0,3,0,0,3,1,9,-8,t
1970,135,,no participo,,,,,,,,,f
1974,135,,no participo,,,,,,,,,f
1978,135,,no participo,,,,,,,,,f
1982,135,,no participo,,,,,,,,,f
1986,135,,no participo,,,,,,,,,f
1990,135,,no participo,,,,,,,,,f
1994,135,15,Octavos de Final,4,4,1,1,2,5,7,-2,t
1998,135,,no participo,,,,,,,,,f
2002,135,,no participo,,,,,,,,,f
2006,135,10,Octavos de Final,8,4,2,2,0,4,0,4,t
2010,135,19,Grupos 1ra Ronda,4,3,1,1,1,1,1,0,t
2014,135,11,Octavos de Final,6,4,2,0,2,7,7,0,t
2018,135,14,Octavos de Final,5,4,1,2,1,5,5,0,t
2022,135,12,Octavos de Final,6,4,2,0,2,5,9,-4,t
2026,135,,clasificado,0,0,0,0,0,0,0,0,t
1930,136,,no participo,,,,,,,,,f
1934,136,,no participo,,,,,,,,,f
1938,136,,no participo,,,,,,,,,f
1950,136,,no participo,,,,,,,,,f
1954,136,,no participo,,,,,,,,,f
1958,136,,no participo,,,,,,,,,f
1962,136,,no participo,,,,,,,,,f
1966,136,,no participo,,,,,,,,,f
1970,136,,no participo,,,,,,,,,f
1974,136,,no participo,,,,,,,,,f
1978,136,,no participo,,,,,,,,,f
1982,136,,no participo,,,,,,,,,f
1986,136,,no participo,,,,,,,,,f
1990,136,,no participo,,,,,,,,,f
1994,136,,no participo,,,,,,,,,f
1998,136,,no participo,,,,,,,,,f
2002,136,,no participo,,,,,,,,,f
2006,136,30,Grupos 1ra Ronda,0,3,0,0,3,1,6,-5,t
2010,136,,no participo,,,,,,,,,f
2014,136,,no participo,,,,,,,,,f
2018,136,,no participo,,,,,,,,,f
2022,136,,no participo,,,,,,,,,f
2026,136,,no participo,,,,,,,,,f
1930,137,,no participo,,,,,,,,,f
1934,137,,no participo,,,,,,,,,f
1938,137,,no participo,,,,,,,,,f
1950,137,,no participo,,,,,,,,,f
1954,137,,no participo,,,,,,,,,f
1958,137,,no participo,,,,,,,,,f
1962,137,,no participo,,,,,,,,,f
1966,137,,no participo,,,,,,,,,f
1970,137,,no participo,,,,,,,,,f
1974,137,,no participo,,,,,,,,,f
1978,137,,no participo,,,,,,,,,f
1982,137,,no participo,,,,,,,,,f
1986,137,,no participo,,,,,,,,,f
1990,137,,no participo,,,,,,,,,f
1994,137,,no participo,,,,,,,,,f
1998,137,,no participo,,,,,,,,,f
2002,137,,no participo,,,,,,,,,f
2006,137,27,Grupos 1ra Ronda,1,3,0,1,2,0,4,-4,t
2010,137,,no participo,,,,,,,,,f
2014,137,,no participo,,,,,,,,,f
2018,137,,no participo,,,,,,,,,f
2022,137,,no participo,,,,,,,,,f
2026,137,,,,,,,,,,,t
1930,139,,no participo,,,,,,,,,f
1934,139,,no participo,,,,,,,,,f
1938,139,,no participo,,,,,,,,,f
1950,139,,no participo,,,,,,,,,f
1954,139,,no participo,,,,,,,,,f
1958,139,,no participo,,,,,,,,,f
1962,139,,no participo,,,,,,,,,f
1966,139,,no participo,,,,,,,,,f
1970,139,,no participo,,,,,,,,,f
1974,139,,no participo,,,,,,,,,f
1978,139,9,Grupos 1ra Ronda,3,3,1,1,1,3,2,1,t
1982,139,,no participo,,,,,,,,,f
1986,139,,no participo,,,,,,,,,f
1990,139,,no participo,,,,,,,,,f
1994,139,,no participo,,,,,,,,,f
1998,139,26,Grupos 1ra Ronda,1,3,0,1,2,1,4,-3,t
2002,139,29,Grupos 1ra Ronda,1,3,0,1,2,1,5,-4,t
2006,139,24,Grupos 1ra Ronda,1,3,0,1,2,3,6,-3,t
2010,139,,no participo,,,,,,,,,f
2014,139,,no participo,,,,,,,,,f
2018,139,24,Grupos 1ra Ronda,3,3,1,0,2,5,8,-3,t
2022,139,21,Grupos 1ra Ronda,4,3,1,1,1,1,1,0,t
2026,139,,clasificado,0,0,0,0,0,0,0,0,t
1930,138,,no participo,,,,,,,,,f
1934,138,,no participo,,,,,,,,,f
1938,138,,no participo,,,,,,,,,f
1950,138,,no participo,,,,,,,,,f
1954,138,11,Grupos 1ra Ronda,2,3,1,0,2,10,11,-1,t
1958,138,,no participo,,,,,,,,,f
1962,138,,no participo,,,,,,,,,f
1966,138,,no participo,,,,,,,,,f
1970,138,,no participo,,,,,,,,,f
1974,138,,no participo,,,,,,,,,f
1978,138,,no participo,,,,,,,,,f
1982,138,,no participo,,,,,,,,,f
1986,138,,no participo,,,,,,,,,f
1990,138,,no participo,,,,,,,,,f
1994,138,,no participo,,,,,,,,,f
1998,138,,no participo,,,,,,,,,f
2002,138,3,Partido 3er Puesto,13,7,4,1,2,10,6,4,t
2006,138,,no participo,,,,,,,,,f
2010,138,,no participo,,,,,,,,,f
2014,138,,no participo,,,,,,,,,f
2018,138,,no participo,,,,,,,,,f
2022,138,,no participo,,,,,,,,,f
2026,138,,,,,,,,,,,t
1930,140,,no participo,,,,,,,,,f
1934,140,,no participo,,,,,,,,,f
1938,140,,no participo,,,,,,,,,f
1950,140,,no participo,,,,,,,,,f
1954,140,,no participo,,,,,,,,,f
1958,140,,no participo,,,,,,,,,f
1962,140,,no participo,,,,,,,,,f
1966,140,,no participo,,,,,,,,,f
1970,140,,no participo,,,,,,,,,f
1974,140,,no participo,,,,,,,,,f
1978,140,,no participo,,,,,,,,,f
1982,140,,no participo,,,,,,,,,f
1986,140,,no participo,,,,,,,,,f
1990,140,,no participo,,,,,,,,,f
1994,140,,no participo,,,,,,,,,f
1998,140,,no participo,,,,,,,,,f
2002,140,,no participo,,,,,,,,,f
2006,140,8,Cuartos de Final,7,5,2,1,2,5,7,-2,t
2010,140,,no participo,,,,,,,,,f
2014,140,,no participo,,,,,,,,,f
2018,140,,no participo,,,,,,,,,f
2022,140,,no participo,,,,,,,,,f
2026,140,,,,,,,,,,,t
1930,141,1,Final,8,4,4,0,0,15,3,12,t
1934,141,,no participo,,,,,,,,,f
1938,141,,no participo,,,,,,,,,f
1950,141,1,Ronda Final,7,4,3,1,0,15,5,10,t
1954,141,4,Partido 3er Puesto,6,5,3,0,2,16,9,7,t
1958,141,,no participo,,,,,,,,,f
1962,141,13,Grupos 1ra Ronda,2,3,1,0,2,4,6,-2,t
1966,141,7,Cuartos de Final,4,4,1,2,1,2,5,-3,t
1970,141,4,Partido 3er Puesto,5,6,2,1,3,4,5,-1,t
1974,141,13,Grupos 1ra Ronda,1,3,0,1,2,1,6,-5,t
1978,141,,no participo,,,,,,,,,f
1982,141,,no participo,,,,,,,,,f
1986,141,16,Octavos de Final,2,4,0,2,2,2,8,-6,t
1990,141,16,Octavos de Final,3,4,1,1,2,2,5,-3,t
1994,141,,no participo,,,,,,,,,f
1998,141,,no participo,,,,,,,,,f
2002,141,26,Grupos 1ra Ronda,2,3,0,2,1,4,5,-1,t
2006,141,,no participo,,,,,,,,,f
2010,141,4,Partido 3er Puesto,11,7,3,2,2,11,8,3,t
2014,141,12,Octavos de Final,6,4,2,0,2,4,6,-2,t
2018,141,5,Cuartos de Final,12,5,4,0,1,7,3,4,t
2022,141,20,Grupos 1ra Ronda,4,3,1,1,1,2,2,0,t
2026,141,,clasificado,0,0,0,0,0,0,0,0,t
1930,142,,no participo,,,,,,,,,f
1934,142,,no participo,,,,,,,,,f
1938,142,,no participo,,,,,,,,,f
1950,142,,no participo,,,,,,,,,f
1954,142,,no participo,,,,,,,,,f
1958,142,,no participo,,,,,,,,,f
1962,142,,no participo,,,,,,,,,f
1966,142,,no participo,,,,,,,,,f
1970,142,,no participo,,,,,,,,,f
1974,142,,no participo,,,,,,,,,f
1978,142,,no participo,,,,,,,,,f
1982,142,,no participo,,,,,,,,,f
1986,142,,no participo,,,,,,,,,f
1990,142,,no participo,,,,,,,,,f
1994,142,,no participo,,,,,,,,,f
1998,142,,no participo,,,,,,,,,f
2002,142,,no participo,,,,,,,,,f
2006,142,,no participo,,,,,,,,,f
2010,142,,no participo,,,,,,,,,f
2014,142,,no participo,,,,,,,,,f
2018,142,,no participo,,,,,,,,,f
2022,142,,no participo,,,,,,,,,f
2026,142,,clasificado,0,0,0,0,0,0,0,0,t
